ln_fn_by,ln_fn_dob,patient_last_name,patient_first_name,patient_dob,patient_birth_year,estimated_dob,estimated_birth_year,combined_dob,combined_birth_year
ADAMS CLIFFORD 1943,ADAMS CLIFFORD 1943-07-30,ADAMS,CLIFFORD,1943-07-30,1943,1943-10-23,1943,1943-07-30,1943
ADAMS DAN 1947,ADAMS DAN 1947-06-26,ADAMS,DAN,1947-06-26,1947,1948-01-02,1948,1947-06-26,1947
ADAMS DIANE 1961,ADAMS DIANE 1961-05-17,ADAMS,DIANE,1961-05-17,1961,1961-11-10,1961,1961-05-17,1961
ADAMS JONATHAN 1988,ADAMS JONATHAN 1988-03-02,ADAMS,JONATHAN,1988-03-02,1988,1988-10-27,1988,1988-03-02,1988
ADAMS KIMBERLY 1985,ADAMS KIMBERLY 1985-07-03,ADAMS,KIMBERLY,1985-07-03,1985,1985-09-08,1985,1985-07-03,1985
ADAMS MARY 1922,ADAMS MARY 1922-01-28,ADAMS,MARY,1922-01-28,1922,1922-12-14,1922,1922-01-28,1922
ADAMS MICHAEL 1963,ADAMS MICHAEL 1963-06-25,ADAMS,MICHAEL,1963-06-25,1963,1963-10-16,1963,1963-06-25,1963
ADAMS PATSY 1953,ADAMS PATSY 1953-12-28,ADAMS,PATSY,1953-12-28,1953,1954-12-20,1954,1953-12-28,1953
ADAMS QUALIGH 2004,ADAMS QUALIGH 2004-01-07,ADAMS,QUALIGH,2004-01-07,2004,2004-07-08,2004,2004-01-07,2004
ADAMS SAMANTHA 1976,ADAMS SAMANTHA 1976-05-29,ADAMS,SAMANTHA,1976-05-29,1976,1976-09-27,1976,1976-05-29,1976
ADAMS SHARON 1963,ADAMS SHARON 1963-06-10,ADAMS,SHARON,1963-06-10,1963,1964-02-01,1964,1963-06-10,1963
ADAMS VIRGINIA 1948,ADAMS VIRGINIA 1948-06-14,ADAMS,VIRGINIA,1948-06-14,1948,1948-10-21,1948,1948-06-14,1948
ADAMS CASSEY 1966,ADAMS CASSEY 1966-05-03,ADAMS,CASSEY,1966-05-03,1966,1966-09-06,1966,1966-05-03,1966
ADAMS CHARLES 1936,ADAMS CHARLES 1936-06-05,ADAMS,CHARLES,1936-06-05,1936,1936-07-23,1936,1936-06-05,1936
ADAMS DARYL 1973,ADAMS DARYL 1973-03-09,ADAMS,DARYL,1973-03-09,1973,1973-09-25,1973,1973-03-09,1973
ADAMS DIANE 1942,ADAMS DIANE 1942-01-02,ADAMS,DIANE,1942-01-02,1942,1942-12-02,1942,1942-01-02,1942
ADAMS EDWIN 1947,ADAMS EDWIN 1947-02-01,ADAMS,EDWIN,1947-02-01,1947,1947-07-10,1947,1947-02-01,1947
ADAMS ELISHA 1993,ADAMS ELISHA 1993-05-20,ADAMS,ELISHA,1993-05-20,1993,1993-06-03,1993,1993-05-20,1993
ADAMS GARY 1952,ADAMS GARY 1952-05-16,ADAMS,GARY,1952-05-16,1952,1953-02-03,1953,1952-05-16,1952
ADAMS JOHN 1944,ADAMS JOHN 1944-02-24,ADAMS,JOHN,1944-02-24,1944,1944-09-03,1944,1944-02-24,1944
ADAMS JOHN 1944,ADAMS JOHN 1944-02-24,ADAMS,JOHN,1944-02-24,1944,1944-09-09,1944,1944-02-24,1944
ADAMS LASHONDRA 2005,ADAMS LASHONDRA 2005-07-11,ADAMS,LASHONDRA,2005-07-11,2005,2005-08-29,2005,2005-07-11,2005
ADAMS LAURYN 2020,ADAMS LAURYN 2020-02-10,ADAMS,LAURYN,2020-02-10,2020,2020-07-23,2020,2020-02-10,2020
ADAMS MARY 1922,ADAMS MARY 1922-01-28,ADAMS,MARY,1922-01-28,1922,1922-12-18,1922,1922-01-28,1922
ADAMS MAXWELL 2015,ADAMS MAXWELL 2015-12-03,ADAMS,MAXWELL,2015-12-03,2015,2016-06-07,2016,2015-12-03,2015
ADAMSON MARIAN 1943,ADAMSON MARIAN 1943-11-13,ADAMSON,MARIAN,1943-11-13,1943,1944-01-10,1944,1943-11-13,1943
ADANSON COLIN 2014,ADANSON COLIN 2014-06-07,ADANSON,COLIN,2014-06-07,2014,2014-09-03,2014,2014-06-07,2014
ADDINGTON JEFFREY 1967,ADDINGTON JEFFREY 1967-11-20,ADDINGTON,JEFFREY,1967-11-20,1967,1968-03-14,1968,1967-11-20,1967
ADDIS ABIGAIL 2002,ADDIS ABIGAIL 2002-10-23,ADDIS,ABIGAIL,2002-10-23,2002,2003-05-20,2003,2002-10-23,2002
ADDISON CALEB 1999,ADDISON CALEB 1999-11-05,ADDISON,CALEB,1999-11-05,1999,2000-08-26,2000,1999-11-05,1999
ADDISON MARY JANE 2002,ADDISON MARY JANE 2002-11-22,ADDISON,MARY JANE,2002-11-22,2002,2002-12-04,2002,2002-11-22,2002
ADEDAYO ALOFE 1975,ADEDAYO ALOFE 1975-08-28,ADEDAYO,ALOFE,1975-08-28,1975,1976-08-03,1976,1975-08-28,1975
ADEDOYIN OLUFEMI 2005,ADEDOYIN OLUFEMI 2005-02-09,ADEDOYIN,OLUFEMI,2005-02-09,2005,2006-01-12,2006,2005-02-09,2005
ADEGBOYE TONYA 1976,ADEGBOYE TONYA 1976-08-09,ADEGBOYE,TONYA,1976-08-09,1976,1977-02-10,1977,1976-08-09,1976
ADELI GOSHI 1949,ADELI GOSHI 1949-04-18,ADELI,GOSHI,1949-04-18,1949,1950-01-11,1950,1949-04-18,1949
ADERHOLD BRIAN 1965,ADERHOLD BRIAN 1965-08-20,ADERHOLD,BRIAN,1965-08-20,1965,1965-09-11,1965,1965-08-20,1965
ADEYEMI PATRICIA 1999,ADEYEMI PATRICIA 1999-01-06,ADEYEMI,PATRICIA,1999-01-06,1999,1999-09-04,1999,1999-01-06,1999
ADGERS EDDIE 1986,ADGERS EDDIE 1986-11-09,ADGERS,EDDIE,1986-11-09,1986,1987-06-08,1987,1986-11-09,1986
ADHEMAR JOY’ANNIA 1988,ADHEMAR JOY’ANNIA 1988-08-28,ADHEMAR,JOY’ANNIA,1988-08-28,1988,1989-08-25,1989,1988-08-28,1988
ADHEMAR TAKISHMAH 1988,ADHEMAR TAKISHMAH 1988-08-28,ADHEMAR,TAKISHMAH,1988-08-28,1988,1989-08-24,1989,1988-08-28,1988
ADHIKARY SHIMUL 1985,ADHIKARY SHIMUL 1985-07-20,ADHIKARY,SHIMUL,1985-07-20,1985,1985-08-10,1985,1985-07-20,1985
ADKINS CHRISTOPHER 1973,ADKINS CHRISTOPHER 1973-12-14,ADKINS,CHRISTOPHER,1973-12-14,1973,1974-05-03,1974,1973-12-14,1973
ADKINS RODGER 1951,ADKINS RODGER 1951-02-24,ADKINS,RODGER,1951-02-24,1951,1951-05-23,1951,1951-02-24,1951
ADKISON AUDREY 1993,ADKISON AUDREY 1993-12-07,ADKISON,AUDREY,1993-12-07,1993,1994-04-23,1994,1993-12-07,1993
ADLER MIKE 1955,ADLER MIKE 1955-12-09,ADLER,MIKE,1955-12-09,1955,1956-05-03,1956,1955-12-09,1955
ADORNA MICHAEL 1984,ADORNA MICHAEL 1984-08-11,ADORNA,MICHAEL,1984-08-11,1984,1985-08-09,1985,1984-08-11,1984
ADOYA YANBELLY 1979,ADOYA YANBELLY 1979-08-08,ADOYA,YANBELLY,1979-08-08,1979,1979-11-06,1979,1979-08-08,1979
ADRIEN WRIGHT 1930,ADRIEN WRIGHT 1930-11-01,ADRIEN,WRIGHT,1930-11-01,1930,1931-06-27,1931,1930-11-01,1930
ADU POKU SHEILLA 1988,ADU POKU SHEILLA 1988-10-09,ADU POKU,SHEILLA,1988-10-09,1988,1989-08-31,1989,1988-10-09,1988
ADU’POKU KWAKU 1992,ADU’POKU KWAKU 1992-09-23,ADU’POKU,KWAKU,1992-09-23,1992,1993-01-08,1993,1992-09-23,1992
ADYOROUGH JENNIFER 1989,ADYOROUGH JENNIFER 1989-03-22,ADYOROUGH,JENNIFER,1989-03-22,1989,1989-07-23,1989,1989-03-22,1989
AFF DEREK 1985,AFF DEREK 1985-12-04,AFF,DEREK,1985-12-04,1985,1986-03-17,1986,1985-12-04,1985
AFONSO KEMILLY 1994,AFONSO KEMILLY 1994-08-29,AFONSO,KEMILLY,1994-08-29,1994,1995-06-27,1995,1994-08-29,1994
AGA PAUL 1969,AGA PAUL 1969-07-27,AGA,PAUL,1969-07-27,1969,1970-06-12,1970,1969-07-27,1969
AGAHI ROSA 2003,AGAHI ROSA 2003-03-14,AGAHI,ROSA,2003-03-14,2003,2003-10-11,2003,2003-03-14,2003
AGAMIRI SYLVIA 1996,AGAMIRI SYLVIA 1996-08-17,AGAMIRI,SYLVIA,1996-08-17,1996,1997-06-04,1997,1996-08-17,1996
AGATI JANE 1920,AGATI JANE 1920-08-31,AGATI,JANE,1920-08-31,1920,1920-11-12,1920,1920-08-31,1920
AGATI JANE 1921,AGATI JANE 1921-08-31,AGATI,JANE,1921-08-31,1921,1922-05-13,1922,1921-08-31,1921
AGBAI OGMI 1982,AGBAI OGMI 1982-11-09,AGBAI,OGMI,1982-11-09,1982,1982-12-08,1982,1982-11-09,1982
AGEE ELYSSA 1982,AGEE ELYSSA 1982-09-30,AGEE,ELYSSA,1982-09-30,1982,1982-11-07,1982,1982-09-30,1982
AGHARAHIMI KAZEM 1958,AGHARAHIMI KAZEM 1958-03-07,AGHARAHIMI,KAZEM,1958-03-07,1958,1959-01-06,1959,1958-03-07,1958
AGIRRE TANYA 1992,AGIRRE TANYA 1992-09-01,AGIRRE,TANYA,1992-09-01,1992,1993-04-23,1993,1992-09-01,1992
AGREDO ALEXIS 1993,AGREDO ALEXIS 1993-01-07,AGREDO,ALEXIS,1993-01-07,1993,1993-11-09,1993,1993-01-07,1993
AGUILAR NANCY 1989,AGUILAR NANCY 1989-10-08,AGUILAR,NANCY,1989-10-08,1989,1990-03-08,1990,1989-10-08,1989
AGUILAR JOSE 1976,AGUILAR JOSE 1976-05-03,AGUILAR,JOSE,1976-05-03,1976,1976-09-22,1976,1976-05-03,1976
AGUILERA CARLOS 1980,AGUILERA CARLOS 1980-08-07,AGUILERA,CARLOS,1980-08-07,1980,1980-10-25,1980,1980-08-07,1980
AGUIRE TANYA 1992,AGUIRE TANYA 1992-09-01,AGUIRE,TANYA,1992-09-01,1992,1993-08-31,1993,1992-09-01,1992
AGUIRRE TANIA 1992,AGUIRRE TANIA 1992-09-01,AGUIRRE,TANIA,1992-09-01,1992,1992-10-22,1992,1992-09-01,1992
AGUIRRE TANIA 1992,AGUIRRE TANIA 1992-09-01,AGUIRRE,TANIA,1992-09-01,1992,1993-06-29,1993,1992-09-01,1992
AGUIRRE TANYA 1992,AGUIRRE TANYA 1992-09-01,AGUIRRE,TANYA,1992-09-01,1992,1993-08-24,1993,1992-09-01,1992
AGUIRRE TANIA 1992,AGUIRRE TANIA 1992-09-01,AGUIRRE,TANIA,1992-09-01,1992,1993-06-30,1993,1992-09-01,1992
AGURD EDITH 1961,AGURD EDITH 1961-03-23,AGURD,EDITH,1961-03-23,1961,1962-03-21,1962,1961-03-23,1961
AGYEMAN LLOYD 1946,AGYEMAN LLOYD 1946-03-05,AGYEMAN,LLOYD,1946-03-05,1946,1947-03-16,1947,1946-03-05,1946
AHANONU CHINONSO 1999,AHANONU CHINONSO 1999-03-16,AHANONU,CHINONSO,1999-03-16,1999,1999-10-17,1999,1999-03-16,1999
AHANONU STEPHANY 2003,AHANONU STEPHANY 2003-08-15,AHANONU,STEPHANY,2003-08-15,2003,2003-10-16,2003,2003-08-15,2003
AHEARN LORI 1962,AHEARN LORI 1962-08-02,AHEARN,LORI,1962-08-02,1962,1963-08-13,1963,1962-08-02,1962
AHMAD GEORGE 1956,AHMAD GEORGE 1956-07-06,AHMAD,GEORGE,1956-07-06,1956,1957-03-20,1957,1956-07-06,1956
AHMADIEH MOHAMMAD 1978,AHMADIEH MOHAMMAD 1978-01-03,AHMADIEH,MOHAMMAD,1978-01-03,1978,1978-12-30,1978,1978-01-03,1978
AHMED SAQIB 1974,AHMED SAQIB 1974-01-06,AHMED,SAQIB,1974-01-06,1974,1974-08-08,1974,1974-01-06,1974
AHRENS JUDITH 1944,AHRENS JUDITH 1944-07-12,AHRENS,JUDITH,1944-07-12,1944,1945-02-02,1945,1944-07-12,1944
AHUJA SHAKUNTLA 1937,AHUJA SHAKUNTLA 1937-03-27,AHUJA,SHAKUNTLA,1937-03-27,1937,1937-09-23,1937,1937-03-27,1937
AHUJA SHAKUNTLA 1931,AHUJA SHAKUNTLA 1931-03-27,AHUJA,SHAKUNTLA,1931-03-27,1931,1932-02-26,1932,1931-03-27,1931
AHUJA SHAKUNTLA 1937,AHUJA SHAKUNTLA 1937-03-27,AHUJA,SHAKUNTLA,1937-03-27,1937,1938-03-10,1938,1937-03-27,1937
AIDAN ARMIN 1992,AIDAN ARMIN 1992-10-04,AIDAN,ARMIN,1992-10-04,1992,1992-11-06,1992,1992-10-04,1992
AIKEN LD 1941,AIKEN LD 1941-04-18,AIKEN,LD,1941-04-18,1941,1942-03-28,1942,1941-04-18,1941
AIKENS RONNIE 1967,AIKENS RONNIE 1967-06-12,AIKENS,RONNIE,1967-06-12,1967,1968-01-23,1968,1967-06-12,1967
AINSWORTH SAMUEL 1942,AINSWORTH SAMUEL 1942-06-12,AINSWORTH,SAMUEL,1942-06-12,1942,1942-10-06,1942,1942-06-12,1942
AINSWORTH SAMUEL 1942,AINSWORTH SAMUEL 1942-06-12,AINSWORTH,SAMUEL,1942-06-12,1942,1943-03-05,1943,1942-06-12,1942
AINSWORTH HELEN 1938,AINSWORTH HELEN 1938-01-30,AINSWORTH,HELEN,1938-01-30,1938,1938-11-11,1938,1938-01-30,1938
AIUTO RUSSELL 1935,AIUTO RUSSELL 1935-01-09,AIUTO,RUSSELL,NULL,NULL,1935-01-09,1935,1935-01-09,1935
AIUTO RUSSELL 1934,AIUTO RUSSELL 1934-07-13,AIUTO,RUSSELL,1934-07-13,1934,1935-02-21,1935,1934-07-13,1934
AJADI OYENIKE 1979,AJADI OYENIKE 1979-10-17,AJADI,OYENIKE,1979-10-17,1979,1980-07-25,1980,1979-10-17,1979
AKAMATSU RHETTA 1951,AKAMATSU RHETTA 1951-03-21,AKAMATSU,RHETTA,1951-03-21,1951,1951-10-08,1951,1951-03-21,1951
AKAYA MARIE 1985,AKAYA MARIE 1985-12-24,AKAYA,MARIE,1985-12-24,1985,1986-10-26,1986,1985-12-24,1985
AKBAR FNU 1975,AKBAR FNU 1975-12-25,AKBAR,FNU,1975-12-25,1975,1976-07-12,1976,1975-12-25,1975
AKECH SHANICE 1993,AKECH SHANICE 1993-09-07,AKECH,SHANICE,1993-09-07,1993,1994-08-14,1994,1993-09-07,1993
AKERMAN JOHN 1926,AKERMAN JOHN 1926-09-02,AKERMAN,JOHN,1926-09-02,1926,1927-09-15,1927,1926-09-02,1926
AKERS ALEX 1991,AKERS ALEX 1991-02-04,AKERS,ALEX,NULL,NULL,1991-02-04,1991,1991-02-04,1991
AKHI-GBADE AFUA 1989,AKHI-GBADE AFUA 1989-07-28,AKHI-GBADE,AFUA,1989-07-28,1989,1989-11-12,1989,1989-07-28,1989
AKHTAR RANA 1954,AKHTAR RANA 1954-04-01,AKHTAR,RANA,1954-04-01,1954,1954-05-12,1954,1954-04-01,1954
AKIN ANITA 1947,AKIN ANITA 1947-11-24,AKIN,ANITA,1947-11-24,1947,1948-06-09,1948,1947-11-24,1947
AKINS HAROLD 1948,AKINS HAROLD 1948-05-05,AKINS,HAROLD,1948-05-05,1948,1949-01-26,1949,1948-05-05,1948
AKINS LARRY 1936,AKINS LARRY 1936-12-13,AKINS,LARRY,NULL,NULL,1936-12-13,1936,1936-12-13,1936
AKITA JAMELIA 1990,AKITA JAMELIA 1990-05-06,AKITA,JAMELIA,1990-05-06,1990,1990-12-08,1990,1990-05-06,1990
AKPAN PATRICK 1981,AKPAN PATRICK 1981-01-23,AKPAN,PATRICK,1981-01-23,1981,1981-11-20,1981,1981-01-23,1981
AL AZZAWEE SUHAIR 1977,AL AZZAWEE SUHAIR 1977-09-03,AL AZZAWEE,SUHAIR,1977-09-03,1977,1978-06-17,1978,1977-09-03,1977
AL DOSSARY ALI 1990,AL DOSSARY ALI 1990-07-21,AL DOSSARY,ALI,1990-07-21,1990,1990-11-09,1990,1990-07-21,1990
AL JARAH HYTAM 1970,AL JARAH HYTAM 1970-03-06,AL JARAH,HYTAM,1970-03-06,1970,1970-10-24,1970,1970-03-06,1970
AL RAWI RASHA 1993,AL RAWI RASHA 1993-08-21,AL RAWI,RASHA,1993-08-21,1993,1994-03-08,1994,1993-08-21,1993
ALAMGONZALEZ THEODORA 1942,ALAMGONZALEZ THEODORA 1942-01-19,ALAMGONZALEZ,THEODORA,1942-01-19,1942,1942-11-17,1942,1942-01-19,1942
ALBA FRANCISCO 1997,ALBA FRANCISCO 1997-10-08,ALBA,FRANCISCO,1997-10-08,1997,1998-03-05,1998,1997-10-08,1997
ALBANESE JOANNE 1943,ALBANESE JOANNE 1943-01-18,ALBANESE,JOANNE,1943-01-18,1943,1943-05-28,1943,1943-01-18,1943
ALBANESE THOMAS 1999,ALBANESE THOMAS 1999-05-06,ALBANESE,THOMAS,1999-05-06,1999,2000-04-27,2000,1999-05-06,1999
ALBANO MARILYN 1956,ALBANO MARILYN 1956-01-17,ALBANO,MARILYN,1956-01-17,1956,1956-06-11,1956,1956-01-17,1956
AL-BARADAN ANWAR MEREI 1983,AL-BARADAN ANWAR MEREI 1983-01-01,AL-BARADAN,ANWAR MEREI,1983-01-01,1983,1983-08-02,1983,1983-01-01,1983
ALBAREZ DHALAI 2003,ALBAREZ DHALAI 2003-11-10,ALBAREZ,DHALAI,2003-11-10,2003,2004-11-01,2004,2003-11-10,2003
ALBARRAN CARLOS 1952,ALBARRAN CARLOS 1952-01-24,ALBARRAN,CARLOS,1952-01-24,1952,1952-03-21,1952,1952-01-24,1952
ALBERT CHRISTOPHER 1968,ALBERT CHRISTOPHER 1968-08-04,ALBERT,CHRISTOPHER,1968-08-04,1968,1969-06-18,1969,1968-08-04,1968
ALBERTINI MICHAELA 1999,ALBERTINI MICHAELA 1999-04-08,ALBERTINI,MICHAELA,NULL,NULL,1999-04-08,1999,1999-04-08,1999
ALBRECHT JUDITH 1962,ALBRECHT JUDITH 1962-02-14,ALBRECHT,JUDITH,1962-02-14,1962,1962-09-02,1962,1962-02-14,1962
ALBRIGHT PATRICK 1953,ALBRIGHT PATRICK 1953-06-28,ALBRIGHT,PATRICK,1953-06-28,1953,1953-08-28,1953,1953-06-28,1953
ALBRIGHT ROCIO 1936,ALBRIGHT ROCIO 1936-07-06,ALBRIGHT,ROCIO,1936-07-06,1936,1936-10-26,1936,1936-07-06,1936
ALBRIGHT JOEL 1958,ALBRIGHT JOEL 1958-06-24,ALBRIGHT,JOEL,1958-06-24,1958,1958-11-02,1958,1958-06-24,1958
ALBRIGHT PAT 1948,ALBRIGHT PAT 1948-01-26,ALBRIGHT,PAT,1948-01-26,1948,1948-12-25,1948,1948-01-26,1948
ALCANTARA GILBERTO 1973,ALCANTARA GILBERTO 1973-02-15,ALCANTARA,GILBERTO,1973-02-15,1973,1973-10-22,1973,1973-02-15,1973
ALCAZAR LUCAS 2004,ALCAZAR LUCAS 2004-03-08,ALCAZAR,LUCAS,2004-03-08,2004,2004-05-15,2004,2004-03-08,2004
ALDEFER PAULETTE 1944,ALDEFER PAULETTE 1944-11-30,ALDEFER,PAULETTE,1944-11-30,1944,1945-09-07,1945,1944-11-30,1944
ALDER JUNE 1954,ALDER JUNE 1954-03-12,ALDER,JUNE,1954-03-12,1954,1954-04-07,1954,1954-03-12,1954
ALDREDGE BARBARA 1936,ALDREDGE BARBARA 1936-06-20,ALDREDGE,BARBARA,1936-06-20,1936,1936-09-15,1936,1936-06-20,1936
ALDREDGE MARY 1952,ALDREDGE MARY 1952-04-15,ALDREDGE,MARY,1952-04-15,1952,1952-10-17,1952,1952-04-15,1952
ALDRICH CAROLYN 1955,ALDRICH CAROLYN 1955-03-09,ALDRICH,CAROLYN,1955-03-09,1955,1955-08-06,1955,1955-03-09,1955
ALDRIDGE CHRISTINA 1940,ALDRIDGE CHRISTINA 1940-08-18,ALDRIDGE,CHRISTINA,1940-08-18,1940,1941-04-18,1941,1940-08-18,1940
ALDRIDGE HENRY 1943,ALDRIDGE HENRY 1943-09-18,ALDRIDGE,HENRY,1943-09-18,1943,1943-12-27,1943,1943-09-18,1943
ALDRIDGE TIFFANY 1982,ALDRIDGE TIFFANY 1982-08-16,ALDRIDGE,TIFFANY,1982-08-16,1982,1983-04-23,1983,1982-08-16,1982
ALDRIDGE FRANCIS 1952,ALDRIDGE FRANCIS 1952-04-13,ALDRIDGE,FRANCIS,1952-04-13,1952,1952-11-21,1952,1952-04-13,1952
ALEJANDRO IRIS 1952,ALEJANDRO IRIS 1952-11-10,ALEJANDRO,IRIS,1952-11-10,1952,1953-02-27,1953,1952-11-10,1952
ALEJANDRO IRIS 1952,ALEJANDRO IRIS 1952-11-10,ALEJANDRO,IRIS,1952-11-10,1952,1953-08-23,1953,1952-11-10,1952
ALEMAN JANETH 1995,ALEMAN JANETH 1995-04-18,ALEMAN,JANETH,1995-04-18,1995,1996-04-20,1996,1995-04-18,1995
ALEMAN RODRIGUEZ 1963,ALEMAN RODRIGUEZ 1963-05-06,ALEMAN,RODRIGUEZ,1963-05-06,1963,1963-09-12,1963,1963-05-06,1963
ALESI CHARLIE 1983,ALESI CHARLIE 1983-07-05,ALESI,CHARLIE,1983-07-05,1983,1984-02-01,1984,1983-07-05,1983
ALEXAND ANNE 1941,ALEXAND ANNE 1941-07-26,ALEXAND,ANNE,1941-07-26,1941,1942-03-13,1942,1941-07-26,1941
ALEXANDER ASHTON 1991,ALEXANDER ASHTON 1991-05-09,ALEXANDER,ASHTON,1991-05-09,1991,1991-07-16,1991,1991-05-09,1991
ALEXANDER CAROL 1935,ALEXANDER CAROL 1935-05-23,ALEXANDER,CAROL,1935-05-23,1935,1935-10-06,1935,1935-05-23,1935
ALEXANDER CAROLYN 1936,ALEXANDER CAROLYN 1936-01-17,ALEXANDER,CAROLYN,1936-01-17,1936,1936-10-06,1936,1936-01-17,1936
ALEXANDER DETONIEON 1998,ALEXANDER DETONIEON 1998-12-13,ALEXANDER,DETONIEON,1998-12-13,1998,1999-01-31,1999,1998-12-13,1998
ALEXANDER JOYCE 1950,ALEXANDER JOYCE 1950-10-10,ALEXANDER,JOYCE,1950-10-10,1950,1951-09-06,1951,1950-10-10,1950
ALEXANDER SIERRA 2002,ALEXANDER SIERRA 2002-03-01,ALEXANDER,SIERRA,2002-03-01,2002,2003-02-20,2003,2002-03-01,2002
ALEXANDER SPENCER 2002,ALEXANDER SPENCER 2002-01-08,ALEXANDER,SPENCER,2002-01-08,2002,2002-07-01,2002,2002-01-08,2002
ALEXANDER TANEESHA 1977,ALEXANDER TANEESHA 1977-09-06,ALEXANDER,TANEESHA,1977-09-06,1977,1978-06-06,1978,1977-09-06,1977
ALEXANDER VICKI 1961,ALEXANDER VICKI 1961-10-03,ALEXANDER,VICKI,1961-10-03,1961,1962-02-23,1962,1961-10-03,1961
ALEXANDER VICKI 1961,ALEXANDER VICKI 1961-10-03,ALEXANDER,VICKI,1961-10-03,1961,1962-04-03,1962,1961-10-03,1961
ALEXANDER VICKIE 1961,ALEXANDER VICKIE 1961-10-03,ALEXANDER,VICKIE,1961-10-03,1961,1962-08-31,1962,1961-10-03,1961
ALEXANDER A’KEIRRA 2012,ALEXANDER A’KEIRRA 2012-10-08,ALEXANDER,A’KEIRRA,2012-10-08,2012,2013-06-17,2013,2012-10-08,2012
ALEXANDER AIDAN 1992,ALEXANDER AIDAN 1992-08-30,ALEXANDER,AIDAN,1992-08-30,1992,1993-04-13,1993,1992-08-30,1992
ALEXANDER CAROL 1935,ALEXANDER CAROL 1935-05-23,ALEXANDER,CAROL,1935-05-23,1935,1936-06-07,1936,1935-05-23,1935
ALEXANDER GARY 1969,ALEXANDER GARY 1969-11-01,ALEXANDER,GARY,1969-11-01,1969,1970-02-21,1970,1969-11-01,1969
ALEXANDER JENNIFER 1969,ALEXANDER JENNIFER 1969-06-17,ALEXANDER,JENNIFER,1969-06-17,1969,1970-03-14,1970,1969-06-17,1969
ALEXANDER JOE 1946,ALEXANDER JOE 1946-01-19,ALEXANDER,JOE,1946-01-19,1946,1946-05-06,1946,1946-01-19,1946
ALEXANDER LAKESHA 1978,ALEXANDER LAKESHA 1978-11-27,ALEXANDER,LAKESHA,1978-11-27,1978,1979-08-24,1979,1978-11-27,1978
ALEXANDER LINDA 1941,ALEXANDER LINDA 1941-07-02,ALEXANDER,LINDA,1941-07-02,1941,1942-06-18,1942,1941-07-02,1941
ALEXANDER MARCELL 2021,ALEXANDER MARCELL 2021-09-13,ALEXANDER,MARCELL,2021-09-13,2021,2021-09-13,2021,2021-09-13,2021
ALEXANDER SOOKJA 1948,ALEXANDER SOOKJA 1948-02-02,ALEXANDER,SOOKJA,1948-02-02,1948,1948-08-03,1948,1948-02-02,1948
ALEXANDER AIDAN 1992,ALEXANDER AIDAN 1992-08-30,ALEXANDER,AIDAN,1992-08-30,1992,1993-05-04,1993,1992-08-30,1992
ALEXANDER ASKEW 1991,ALEXANDER ASKEW 1991-07-26,ALEXANDER,ASKEW,1991-07-26,1991,1991-12-24,1991,1991-07-26,1991
ALEXANDER BOBBY JOE 1936,ALEXANDER BOBBY JOE 1936-01-29,ALEXANDER,BOBBY JOE,1936-01-29,1936,1937-01-04,1937,1936-01-29,1936
ALEXANDER CAROLYN 1936,ALEXANDER CAROLYN 1936-01-17,ALEXANDER,CAROLYN,1936-01-17,1936,1936-12-29,1936,1936-01-17,1936
ALEXANDER CHARLES 1961,ALEXANDER CHARLES 1961-03-23,ALEXANDER,CHARLES,1961-03-23,1961,1961-05-26,1961,1961-03-23,1961
ALEXANDER DAVID 1978,ALEXANDER DAVID 1978-02-05,ALEXANDER,DAVID,1978-02-05,1978,1978-11-18,1978,1978-02-05,1978
ALEXANDER EOLINE 1930,ALEXANDER EOLINE 1930-07-16,ALEXANDER,EOLINE,1930-07-16,1930,1931-02-10,1931,1930-07-16,1930
ALEXANDER JUNE 1989,ALEXANDER JUNE 1989-12-06,ALEXANDER,JUNE,1989-12-06,1989,1990-02-21,1990,1989-12-06,1989
ALEXANDER LINDA 1941,ALEXANDER LINDA 1941-07-02,ALEXANDER,LINDA,1941-07-02,1941,1941-11-11,1941,1941-07-02,1941
ALEXANDER LISA 1968,ALEXANDER LISA 1968-10-06,ALEXANDER,LISA,1968-10-06,1968,1969-07-15,1969,1968-10-06,1968
ALEXANDER STEPHEN 1944,ALEXANDER STEPHEN 1944-08-03,ALEXANDER,STEPHEN,1944-08-03,1944,1945-08-21,1945,1944-08-03,1944
ALEXANDER ALICIA 1992,ALEXANDER ALICIA 1992-11-24,ALEXANDER,ALICIA,1992-11-24,1992,1993-08-12,1993,1992-11-24,1992
ALEXANDER BRIANA 2000,ALEXANDER BRIANA 2000-02-06,ALEXANDER,BRIANA,2000-02-06,2000,2000-03-18,2000,2000-02-06,2000
ALEXANDER BRYSON 1998,ALEXANDER BRYSON 1998-05-21,ALEXANDER,BRYSON,1998-05-21,1998,1999-04-30,1999,1998-05-21,1998
ALEXANDER DENISE 1963,ALEXANDER DENISE 1963-10-24,ALEXANDER,DENISE,1963-10-24,1963,1964-06-29,1964,1963-10-24,1963
ALEXANDER MALCOLM 1993,ALEXANDER MALCOLM 1993-11-09,ALEXANDER,MALCOLM,1993-11-09,1993,1994-11-05,1994,1993-11-09,1993
ALEXANDER RASHAAN 1975,ALEXANDER RASHAAN 1975-01-13,ALEXANDER,RASHAAN,1975-01-13,1975,1975-11-16,1975,1975-01-13,1975
